Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Graphic icon sketch,Susan Kare,38483,"(American, born 1954)",(American),(1954),(0),(female),1982–1983,Pencil and ink on gridded paper,"8 1/2 x 11"" (21.6 x 27.9 cm)","Gift of the designer, jointly owned by the Museum of Modern Art, New York and the San Francisco Museum of Modern Art",113.2015.10,Design,Architecture & Design,2015-03-02,Y,188395,https://www.moma.org/collection/works/188395,https://www.moma.org/media/W1siZiIsIjMxMDM2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=89b406d5ab87d699,,,,,21.5900431801,,,27.9400558801,,
nobnest zed,Paul Noble,25973,"(British, born 1963)",(British),(1963),(0),(male),2002,Wallpaper for the journal nest,variable,Linda Barth Goldstein Fund,NA06.11,Print,Drawings & Prints,,N,105073,,,,,,,76.2002,,,53.3401,,
Fork,Bruno Munari,4163,"(Italian, 1907–1998)",(Italian),(1907),(1998),(male),1958,Silver,"8 1/2"" (21.6 cm)",Greta Daniel Design Fund,239.1965,Design,Architecture & Design,1965-04-06,Y,2960,https://www.moma.org/collection/works/2960,https://www.moma.org/media/W1siZiIsIjIyODk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=069fde6f4595e287,,,,,,21.6,,,,
Spatial Poem No. 4,Mieko Shiomi,5403,"(Japanese, born 1938)",(Japanese),(1938),(0),(female),1973,Plastic box containing offset card and microfilm with plastic viewer,"box: 2 x 3 1/8 x 2 5/8"" (5.1 x 8 x 6.6 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3813.2008,Multiple,Drawings & Prints,2008-10-08,Y,131300,https://www.moma.org/collection/works/131300,https://www.moma.org/media/W1siZiIsIjI1NzYwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=85f354a2e5a0b25f,,,6.667513335,,5.08001016,,,7.937515875,,
I Say They Are from The Blue Guitar,David Hockney,2678,"(British, born 1937)",(British),(1937),(0),(male),"1976–77, published 1977",Etching and aquatint from a portfolio of twenty etchings (eighteen with aquatint and one with drypoint),"plate: 14 × 16 3/4"" (35.6 × 42.5 cm); sheet: 17 15/16 × 20 5/8"" (45.5 × 52.4 cm)",The Associates Fund,437.1977.16,Print,Drawings & Prints,1977-11-10,Y,200732,https://www.moma.org/collection/works/200732,https://www.moma.org/media/W1siZiIsIjM0MzE0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=75bc034da69ed747,,,,,35.6,,,42.5,,
"Untitled, illustration to Eichendorff's poem ""Homesickness"" (Heimweh) (border, 2nd song, folio 40) from the periodical Der Bildermann, supplement to vol. 1, no. 3 (May 1916)",Klaus Richter,4909,"(German, 1887–1948)",(German),(1887),(1948),(male),1916,Lithograph,"Composition (irreg.): 10 7/8 x 7 15/16"" (27.6 x 20.2 cm); page: 14 x 11"" (35.6 x 27.9 cm)",Gift of Mrs. Bertha M. Slattery,330.1952.74,Periodical,Drawings & Prints,1952-05-07,Y,15915,https://www.moma.org/collection/works/15915,https://www.moma.org/media/W1siZiIsIjEzMzY5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a189c16734f11e2a,,,,,27.6,,,20.2,,
Plate (page 78) from LES FLEURS DU MAL,Henri Matisse,3832,"(French, 1869–1954)",(French),(1869),(1954),(male),1944-1947,"Photolithograph, printed in color","composition  10 11/16 x 8 7/16"" (27.1 x 21.5 cm)",The Louis E. Stern Collection,929.1964.16,Illustrated Book,Drawings & Prints,1964-10-06,N,28412,,,,,,,27.1,,,21.5,,
Conchoidal Chair without Arms (Perspective sketch),Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),early 1940s,Pencil on paper,"6 x 8 1/4"" (15.2 x 21 cm)","Mies van der Rohe Archive, gift of the architect",1136.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,Y,106965,https://www.moma.org/collection/works/106965,https://www.moma.org/media/W1siZiIsIjIyMjA2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=02523c4f9e9337e3,,,,,15.2,,,21.0,,
"Pavilion Apartments and Town Houses, Lafayette Park, Detroit, Ml (Pavilion Apartments. Mezzanine plan. Ventilation supply. Plan.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1955—1963,Pencil on ozalid,(76.2 x 141.6 cm.),"Mies van der Rohe Archive, gift of the architect",MR5506.128,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,465750,,,,,,,,,,,,
SUBURB OF THE LONG SORROW (THE POOR CHURCH) from LA PETITE BANLIEUE,Georges Rouault,5053,"(French, 1871–1958)",(French),(1871),(1958),(male),1929,,"irreg. composition  11 11/16 x 9 1/16"" (29.7 x 23 cm)
sheet  17 11/16 x 12 1/2"" (44.9 x 31.7 cm)",The Louis E. Stern Collection,1039.1964.6,Illustrated Book,Drawings & Prints,1964-10-06,N,30259,,,,,,,29.7,,,23.0,,
Dr. Wilhelm Valentiner,Ludwig Meidner,3909,"(German, 1884–1966)",(German),(1884),(1966),(male),1919,Ink on paper,"25 1/2 x 19 7/8"" (64.8 x 50.5 cm)",L-B Foundation Fund,443.1967,Drawing,Drawings & Prints,1967-05-09,Y,36927,https://www.moma.org/collection/works/36927,https://www.moma.org/media/W1siZiIsIjE2NjI5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7944830898053909,,,,,64.7701295403,,,50.4826009652,,
Partisan Review from In Our Time: Covers for a Small Library After the Life for the Most Part,R. B. Kitaj,3121,"(American, 1932–2007)",(American),(1932),(2007),(male),1969,"One from a portfolio of fifty screenprints, some with collage additions","composition: 17 3/4 x 11 15/16"" (45.1 x 30.4cm); sheet: 30 3/16 x 22 1/2"" (76.7 x 57.2cm)",John B. Turner Fund,182.1970.6,Print,Drawings & Prints,1970-05-12,Y,63914,https://www.moma.org/collection/works/63914,https://www.moma.org/media/W1siZiIsIjI1MzY5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f074e6cc2c16aa53,,,,,45.1,,,30.4,,
"Plate 12 (in-text plate, folio 15) from Yvette Guilbert",Henri de Toulouse-Lautrec,5910,"(French, 1864–1901)",(French),(1864),(1901),(male),1894,One from an illustrated book with seventeen lithographs (including cover),"composition (irreg.): 10 1/16 x 7 15/16"" (25.5 x 20.2cm); page: 14 15/16 x 15 1/16"" (38 x 38.3 cm)",The Louis E. Stern Collection,1066.1964.13,Illustrated Book,Drawings & Prints,1964-10-06,Y,31123,https://www.moma.org/collection/works/31123,https://www.moma.org/media/W1siZiIsIjE5MjAyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d55991c88f5c335e,,,,,25.5,,,20.2,,
Plate (folio 12) from Fountainhead,Kiki Smith,5486,"(American, born Germany 1954)",(American),(1954),(0),(female),1991,One from an illustrated book with fifteen line blocks,"composition (irreg.): 5 1/16 × 3 7/8"" (12.8 × 9.8 cm); page (irreg., approx.): 7 3/4 × 5 1/16"" (19.7 × 12.9 cm)",Gift of Universal Limited Art Editions,39.1993.10,Illustrated Book,Drawings & Prints,1993-01-18,Y,10670,https://www.moma.org/collection/works/10670,https://www.moma.org/media/W1siZiIsIjU1ODM4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=42f0ba2c9fb8d279,,,,,12.8,,,9.8,,
Untitled from Sotomagie,Jesús Rafael Soto,5535,"(Venezuelan, 1923–2005)",(Venezuelan),(1923),(2005),(male),1967,"Screenprint in two parts on board and plexiglass from a portfolio of eleven screenprints, six in two parts, four on board, two on board and plexiglass, and eight on plexigass","composition (board): 17 5/8 × 17 5/8"" (44.7 × 44.7 cm); sheet (board): 23 9/16 × 23 5/8"" (59.8 × 60 cm); composition (plexiglass): 15 3/4 × 15 3/4"" (40 × 40 cm); sheet (plexiglass): 23 7/16 × 23 1/2"" (59.5 × 59.7 cm)",Inter-American Fund,767.1968.4.a-b,Print,Drawings & Prints,1968-06-04,N,447298,,,,,,,44.7,,,44.7,,
Pepe Chair,Christopher Connell,8026,"(Australian, born 1954)",(Australian),(1954),(0),(male),1992,"Injection-molded CFC (Chlorofluorocarbon-free) flexible polyurethane foam, self-skinning polyurethane, wool and steel","51 3/4 x 20 x 24"" (131.5 x 50.8 x 61 cm)",Gift of the manufacturer,240.1998,Design,Architecture & Design,1998-04-22,Y,2974,https://www.moma.org/collection/works/2974,https://www.moma.org/media/W1siZiIsIjIxMDg1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=afb392ae7377426e,,,61.0,,131.5,,,50.8,,
The Visiting Room #1,Larry Cook,132258,"(American, born 1986)",(American),(1986),(0),(male),2019,Pigmented inkjet print,"40 × 30"" (101.6 × 76.2 cm)",Fund for the Twenty-First Century,269.2021,Photograph,Photography,2021-05-27,Y,423123,https://www.moma.org/collection/works/423123,https://www.moma.org/media/W1siZiIsIjUwNDg2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f5ebb1ba25133f06,,,0.0,,101.6002032004,,,76.2001524003,,
Parkett no. 67,"John Bock, Peter Doig, Fred Tomaselli, Marcel Dzama, Fiona Banner, Various Artists","8470, 8087, 7673, 27712, 8033, 24409","(German, born 1965) (British, born 1959) (American, born 1956) (Canadian, born 1974) (British, born 1966)",(German) (British) (American) (Canadian) (British) (),(1965) (1959) (1956) (1974) (1966) (0),(0) (0) (0) (0) (0) (0),(male) (male) (male) (male) (female) (),2003,Journal,"Page: 10 1/16 x 8 1/16"" (25.6 x 20.5 cm)",Gift of Parkett,368.2003,Periodical,Drawings & Prints,2003-11-20,Y,88926,https://www.moma.org/collection/works/88926,https://www.moma.org/media/W1siZiIsIjQyOTMxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=be01a46c9b4da978,,,,,25.5588,,,20.4788,,
Untitled from The Smells of Summer,Charles Christopher Hill,2646,"(American, born 1948)",(American),(1948),(0),(male),1989,Etching and aquatint with chine collé from a portfolio of six etching and aquatints with chine collé; and six letterpress prints with artist's text,"plate: 4 7/8 × 3 7/8"" (12.4 × 9.9 cm); sheet: 11 × 9 1/8"" (27.9 × 23.1 cm)",Gift of Jacob and Yael Samuel in honor of Chad Feldheimer,1663.2015.6,Print,Drawings & Prints,2015-10-27,Y,200526,https://www.moma.org/collection/works/200526,https://www.moma.org/media/W1siZiIsIjUzNTE4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=492a45f71d8e8cc5,,,,,12.4,,,9.9,,
"Die Aktion, vol. 3, no. 20",,,,,,,,"May 14, 1913",Periodical with reproduction on cover,"page (each approx.): 12 1/8 x 9 1/8"" (30.8 x 23.2 cm)",Committee on Prints and Illustrated Books Fund and The Library Council,947.2010.70,Periodical,Drawings & Prints,2010-11-10,N,144275,,,,,,,30.8,,,23.2,,
"IIT S.R. Crown Hall, Chicago, IL (Roof detail. Section.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1950—1956,Pencil and colored pencil on paper,(106.7 x 106.7 cm.),"Mies van der Rohe Archive, gift of the architect",MR5001.2,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,459229,,,,,,,,,,,,
"Page from Sketchbook #40, New York City",Ellsworth Kelly,3048,"(American, 1923–2015)",(American),(1923),(2015),(male),1959-60,"Page from a sketchbook with pencil, ink, and colored ink on paper","11 × 14"" (27.9 × 35.6 cm)",Gift of Jack Shear,350.2020.70,Notebook,Drawings & Prints,2020-12-09,N,440998,,,,,0.0,,27.9,,,35.6,,
"Page from Sketchbook #29, New York City",Ellsworth Kelly,3048,"(American, 1923–2015)",(American),(1923),(2015),(male),1955,"Page from a spiral-bound notebook with pencil, ballpoint pen, and gouache on paper","5 1/4 × 3"" (13.3 × 7.6 cm)",Gift of Jack Shear,349.2020.82,Notebook,Drawings & Prints,2020-12-09,N,440856,,,,,,,13.3,,,7.6,,
Direction,George Brecht,756,"(American, 1926–2008)",(American),(1926),(2008),(male),c. 1965,"Plastic box with offset label, containing offset label","overall (closed): 3 7/8 x 4 5/8 x 11/16"" (9.8 x 11.8 x 1.7 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2100.2008,Multiple,Drawings & Prints,2008-10-08,Y,128042,https://www.moma.org/collection/works/128042,https://www.moma.org/media/W1siZiIsIjI2NDc2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=604cfb920dda235d,,,1.7,,9.8,,,11.8,,
Open Study #8A (In Blue with Black Line),Robert Motherwell,4126,"(American, 1915–1991)",(American),(1915),(1991),(male),1968,Synthetic polymer paint on paper,"22 1/8 x 30 1/2"" (56.2 x 77.5 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2488.2005,Drawing,Drawings & Prints,2005-05-10,Y,96766,https://www.moma.org/collection/works/96766,https://www.moma.org/media/W1siZiIsIjEwNzAwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d46cc53b3e2f72ba,,,,,56.1976,,,77.4702,,
Darkopter,Steve DiBenedetto,28609,"(American, born 1958)",(American),(1958),(0),(male),(2004),Colored pencil on paper,"22 1/2 x 30"" (57.2 x 76.2 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1564.2005,Drawing,Drawings & Prints,2005-05-10,Y,95813,https://www.moma.org/collection/works/95813,https://www.moma.org/media/W1siZiIsIjEzMjIzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0dc6becb91d01e48,,,,,57.2,,,76.2001524003,,
Guardian of the Peace,David Alfaro Siqueiros,5454,"(Mexican, 1896–1974)",(Mexican),(1896),(1974),(male),(1945),Lithograph,"composition: 11 13/16 x 9 1/16"" (30 x 23 cm); sheet: 19 1/2 x 12 3/4"" (49.6 x 32.4 cm)",Inter-American Fund,111.1952,Print,Drawings & Prints,1952-05-20,Y,61958,https://www.moma.org/collection/works/61958,https://www.moma.org/media/W1siZiIsIjE5MjA2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c17729f8317c6605,,,,,30.0,,,23.0,,
"The Arts Club of Chicago, Chicago, IL (Floor plan.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1948—1951,Pencil on tracing paper,(53.3 x 95.3 cm.),"Mies van der Rohe Archive, gift of the architect",MR4812.336,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,462199,,,,,,,,,,,,
Structure Studies,Jan Dibbets,1533,"(Dutch, born 1941)",(Dutch),(1941),(0),(male),1973,Chromogenic print,"8 9/16 × 11 3/16"" (21.7 × 28.4 cm)
",Anonymous gift,221.2014.236,Photograph,Photography,2014-05-08,Y,185479,https://www.moma.org/collection/works/185479,https://www.moma.org/media/W1siZiIsIjQxOTgxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cf19ba2fb620c914,,,,,21.7487934976,,,28.4163068326,,
Parked Island Barges on the Hudson,"János Kender, Harry Shunk, Gordon Matta-Clark","38024, 8247, 6636","(Hungarian, 1937–2009) (German, 1924–2006) (American, 1943–1978)",(Hungarian) (French) (American),(1937) (1924) (1943),(2009) (2006) (1978),(male) (male) (male),1971,Gelatin silver print,"6 9/16 × 9 11/16"" (16.6 × 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and János Kender,1018.2013.240,Photograph,Photography,2013-10-24,Y,176449,https://www.moma.org/collection/works/176449,https://www.moma.org/media/W1siZiIsIjI5MDQyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a13c555818cfead2,,,0.0,,17.7800355601,,,25.4000508001,,
"2da Feria de Artesanias, Mayagüez, Puerto Rico",J. Rosado Velez,48085,(Puerto Rican),(Puerto Rican),(0),(0),(male),1968,,"24 x 17 7/8"" (61 x 45.4 cm)",Anonymous gift,951.2015,Design,Architecture & Design,2015-06-04,N,192992,,,,,,,60.9601219202,,,45.4025908052,,
"THE TEMPLE OF GOORNEH, THEBES",Francis Frith,2015,"(British, 1822–1898)",(British),(1822),(1898),(male),1857,Albumen silver print,"6 1/4 × 9"" (15.9 × 22.9 cm)","Transferred from The Museum of Modern Art Library, New York",169.1974.57,Photograph,Photography,1974-04-02,N,47261,,,,,,,15.9,,,22.9,,
Vase,Vallauris,6061,(French),(French),(0),(0),(),c. 1951,Glazed pottery,"6 1/4 x 3 1/4"" (15.9 x 8.3 cm)",Gift of Greta Daniel,243.1953,Design,Architecture & Design,1953-04-07,Y,2995,https://www.moma.org/collection/works/2995,https://www.moma.org/media/W1siZiIsIjUxNzc0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=21884508e3213401,,,,8.255,15.875,,,,,
Torches from the portfolio Rio Escondido (Hidden River),Leopoldo Méndez,3923,"(Mexican, 1902–1969)",(Mexican),(1902),(1969),(male),1948,Wood engraving,"composition: 11 15/16 x 16 3/8"" (30.4 x 41.6cm); sheet: 15 15/16 x 20"" (40.5 x 50.8cm)",Inter-American Fund,446.1953,Print,Drawings & Prints,1953-06-22,Y,69270,https://www.moma.org/collection/works/69270,https://www.moma.org/media/W1siZiIsIjUxNzc4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7854b52fdb4f7c5b,,,,,30.4,,,41.6,,
Okinawan Victim of the Atomic Bomb Explosion in Hiroshima,Shomei Tomatsu,5895,"(Japanese, 1930–2012)",(Japanese),(1930),(2012),(male),1969,Gelatin silver print,"19 7/8 × 29 3/8"" (50.5 × 74.7 cm)",Gift of the artist,404.1977,Photograph,Photography,1977-10-13,Y,52707,https://www.moma.org/collection/works/52707,https://www.moma.org/media/W1siZiIsIjUyMDM1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=59afca575526dcf4,,,,,50.5,,,74.7,,
Soup Spoon,Michio Hanyu,2496,"(Japanese, born 1933)",(Japanese),(1933),(0),(male),1966,Epoxy-coated stainless steel,"7 1/2 x 1 5/8"" (19 x 4.2 cm)",Friends of the Department Fund,243.1986.1,Design,Architecture & Design,1986-10-07,N,2999,,,,,,,19.0,,,4.2,,
Villeneuve-l'Étang,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),1910-14?,Matte albumen silver print,"Approx. 6 1/2 × 8 1/2"" (16.5 × 21.6 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.2950,Photograph,Photography,1968-03-06,Y,41047,https://www.moma.org/collection/works/41047,https://www.moma.org/media/W1siZiIsIjMxOTM2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3f4f29b052b31990,,,,,,,,,,
Untitled,Lygia Pape,8196,"(Brazilian, 1927–2004)",(Brazilian),(1927),(2004),(female),1957,Ink on paper,"21 3/4 x 17 3/4"" (55.2 x 45.1 cm)",Gift of Luis Enrique Peréz Oramas in honor of David Moreno,1993.2008,Drawing,Drawings & Prints,2009-02-10,Y,124706,https://www.moma.org/collection/works/124706,https://www.moma.org/media/W1siZiIsIjIyNDQ1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f5021aadb125c04c,,,,,55.2451104902,,,45.0850901702,,
Knife,Michio Hanyu,2496,"(Japanese, born 1933)",(Japanese),(1933),(0),(male),1966,Epoxy-coated stainless steel,"l. 8 1/2 x w. 3/4"" (l. 21.6 x w. 1.9 cm)",Friends of the Department Fund,243.1986.3,Design,Architecture & Design,1986-10-07,N,3002,,,,,,,21.59,,,1.905,,
Komposition Z E N,Heinz Hajek-Halke,2458,"(German, 1898–1983)",(German),(1898),(1983),(male),c. 1950,Gelatin silver print,"15 7/8 × 11 11/16"" (40.4 × 29.7 cm)",Gift of the artist,907.2016,Photograph,Photography,2016-10-13,Y,205720,https://www.moma.org/collection/works/205720,https://www.moma.org/media/W1siZiIsIjM3NDY1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7266332ad99500a9,,,,,40.4,,,29.7,,
Exploding Cell Wallpaper,Peter Halley,2467,"(American, born 1953)",(American),(1953),(0),(male),1995,Wallpaper,"composition and sheet (each): 36 1/2 x 47 3/4"" (92.7 x 121.3 cm)",John B. Turner Fund and Howard B. Johnson Fund,663.1996.a-j,Print,Drawings & Prints,1996-11-12,Y,72810,https://www.moma.org/collection/works/72810,,,,,,92.7102,,,121.2852,,
In-text plate (page 11) from LYSISTRATA,František Kupka,3302,"(Czech, 1871–1957)",(Czech),(1871),(1957),(male),1908-1911,"Etching, printed in color","irreg. composition  3 1/16 x 4 13/16"" (7.8 x 12.3 cm)",,310.1966.6,Illustrated Book,Drawings & Prints,1966-05-10,N,15236,,,,,,,7.8,,,12.3,,
"A Million Ways to Cum, no. 2 of 16, from the series, Do Not Abandon Me","Tracey Emin, Louise Bourgeois","7545, 710","(British, born 1963) (American, born France. 1911–2010)",(British) (American),(1963) (1911),(0) (2010),(female) (female),2009-2010,Digital print,"sheet: 30 x 24"" (76.2 x 61 cm)",Gift of the artists,18.2012.2,Print,Drawings & Prints,2012-02-07,Y,153474,https://www.moma.org/collection/works/153474,https://www.moma.org/media/W1siZiIsIjI3NDM3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a2520b59330d51d9,,,,,76.2,,,61.0,,
Eugénie Grandet,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),2008,Aquatint and drypoint,"plate: 6 x 4"" (15.2 x 10.1 cm); sheet: 11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of the artist,912.2010,Print,Drawings & Prints,2010-11-10,Y,142203,https://www.moma.org/collection/works/142203,https://www.moma.org/media/W1siZiIsIjIzMjAxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cffc820958a48289,,,,,15.2,,,10.1,,
"""American Modern"" Dinnerware",Russel Wright,6460,"(American, 1904–1976)",(American),(1904),(1976),(male),1937,Glazed earthenware,".1 (bowl): 2 x 5 9/16"" (5.1 x 14.1 cm)
.2 (small plate): 9/16 x 6 1/8"" (1.4 x 15.6 cm)
.3 (luncheon plate): 3/4 x 8"" (1.9 x 20.3 cm)
.4 (dinner plate): 13/16 x 9 13/16"" (2.1 x 25 cm)
.5 (water pitcher): 10 3/4 x 6 1/2"" (27.3 x 16.5 cm)
.6 (teapot): 4 1/4 x 8 1/2"" (10.8 x 21.6 cm)",Gift of the manufacturer,244.1944.1-6,Design,Architecture & Design,1944-07-01,Y,3009,https://www.moma.org/collection/works/3009,https://www.moma.org/media/W1siZiIsIjUxNzQ3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eea463e5763a8d0f,,,,14.1,5.1,,,,,
Window Licker,"Chris Cunningham, Aphex Twin","35466, 35467","(British, born 1970) (British, born 1971)",(British) (British),(1970) (1971),(0) (0),(male) (male),1999,"Video (color, sound)",6:06 min.,,456.2003,Video,Media and Performance,2003-07-07,Y,120301,https://www.moma.org/collection/works/120301,,,,,,,,,,,366.0
Preliminary design for poster for Delft Salad Oil (Delftsche Slaolie),Bart van der Leck,6072,"(Dutch, 1876–1958)",(Dutch),(1876),(1958),(male),1919,"Gouache, watercolor and pencil on paper","24 7/16 × 24 13/16"" (62 × 63 cm)","The Merrill C. Berman Collection. Acquired through the generosity of Alice and Tom Tisch, Jo Carole and Ronald S. Lauder, Sue and Edgar Wachenheim III, David Booth, Marlene Hess and James D. Zirin, Marie-Josée and Henry R. Kravis, Jack Shear, the Patricia Bonfield Endowed Acquisition Fund for the Design Collection, Daniel and Jane Och, The Orentreich Family Foundation, Emily Rauh Pulitzer, The Modern Women's Fund; and by exchange: Gift of Jean Dubuffet in honor of Mr. and Mrs. Ralph Colin, The Judith Rothschild Foundation Contemporary Drawings Collection, and the Richard S. Zeisler Bequest",521.2018,Drawing,Drawings & Prints,2018-03-21,Y,217870,https://www.moma.org/collection/works/217870,https://www.moma.org/media/W1siZiIsIjQzODA2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a5b8657633a76d40,,,,,62.0,,,63.0,,
Tamaran,Juan Hidalgo,6972,"(Spanish, born 1927)",(Spanish),(1927),(0),(male),1974,12-inch vinyl record,"cover: 12 3/8 × 12 3/8"" (31.4 × 31.4 cm)",Committee on Prints and Illustrated Books Fund,854.2013.138,Audio,Drawings & Prints,2013-10-10,Y,184006,https://www.moma.org/collection/works/184006,https://www.moma.org/media/W1siZiIsIjM3NjQ2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e5da6e67fae531ed,,,0.0,,31.4325628651,,,31.4325628651,,
Untitled,Miguel-Ángel Cárdenas,965,"(Dutch, born Colombia. 1934–2015)",(Dutch),(1934),(2015),(male),1969,Ink and airbrushed paint on paper,"25 3/4 × 19 3/4"" (65.4 × 50.2 cm)",Acquired through the generosity of James Keith Brown and Eric Diefenbach and Committee on Drawings and Prints Fund,289.2017,Drawing,Drawings & Prints,2017-03-30,Y,219858,https://www.moma.org/collection/works/219858,https://www.moma.org/media/W1siZiIsIjM5ODc2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bfcfd09a0b486b91,,,,,65.4051308103,,,50.1651003302,,
